Mã đề,Tên đề,Câu số,Phần thi,Câu trong phần,Chuyên đề,Mức độ,Dạng câu,Đề bài,Phương án,Đáp án,Điểm,Thời gian mục tiêu (giây),Lời giải
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,138,Khoa học,38,Lịch sử Việt Nam,3,Trắc nghiệm,Kỳ họp thứ nhất Quốc hội khóa VI (năm 1976) có ý nghĩa quan trọng nào?,A. Hoàn thành thống nhất đất nước về mặt nhà nước | B. Mở đầu công cuộc Đổi mới toàn diện | C. Chấm dứt chiến tranh trên toàn lãnh thổ | D. Đưa Việt Nam gia nhập ASEAN,A,1,90,"Kỳ họp quyết định đặt tên nước là Cộng hòa xã hội chủ nghĩa Việt Nam, bầu các cơ quan lãnh đạo cao nhất, hoàn thành việc thống nhất đất nước về mặt nhà nước sau khi đã thống nhất về lãnh thổ năm 1975."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,139,Khoa học,39,Lịch sử thế giới,3,Trắc nghiệm,Chính sách kinh tế mới (NEP) của nước Nga Xô viết năm 1921 có nội dung then chốt nào?,A. Thay chế độ trưng thu lương thực thừa bằng thuế lương thực | B. Quốc hữu hóa toàn bộ ruộng đất của nông dân | C. Xóa bỏ hoàn toàn quan hệ hàng hóa — tiền tệ | D. Đóng cửa với thương nhân nước ngoài,A,1,90,"NEP thay trưng thu bằng thuế lương thực, cho phép tự do buôn bán và khôi phục quan hệ hàng hóa — tiền tệ, nhờ đó kinh tế Nga phục hồi nhanh sau nội chiến."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,140,Khoa học,40,Lịch sử thế giới,3,Trắc nghiệm,Nguyên nhân sâu xa dẫn tới cuộc khủng hoảng kinh tế thế giới 1929 — 1933 là:,"A. Sản xuất ồ ạt, cung vượt quá xa sức mua của thị trường | B. Chiến tranh thế giới thứ hai bùng nổ | C. Các nước đồng loạt tăng thuế nhập khẩu | D. Sự sụp đổ của hệ thống thuộc địa",A,1,90,"Sản xuất phát triển ồ ạt trong thập niên 20 mà sức mua của quần chúng không tăng tương ứng, dẫn tới khủng hoảng thừa — bắt đầu từ Mỹ rồi lan ra toàn thế giới tư bản."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,141,Khoa học,41,Lịch sử thế giới,3,Trắc nghiệm,"Nhân tố hàng đầu giúp kinh tế Nhật Bản phát triển ""thần kỳ"" giai đoạn 1952 — 1973 là:",A. Nguồn nhân lực có chất lượng cao và ý thức kỷ luật tốt | B. Nguồn tài nguyên khoáng sản dồi dào trong nước | C. Lãnh thổ rộng lớn và đất đai màu mỡ | D. Không phải chi cho quốc phòng nhờ trung lập tuyệt đối,A,1,90,"Nhật Bản nghèo tài nguyên và hẹp đất, nên nhân tố quyết định là con người: lực lượng lao động được đào tạo tốt, cần cù, kỷ luật, cộng với vai trò điều tiết hiệu quả của nhà nước."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,142,Khoa học,42,Lịch sử thế giới,3,Trắc nghiệm,"Sự kiện nào đánh dấu bước ngoặt của phong trào giải phóng dân tộc ở châu Phi, khiến năm 1960 được gọi là ""Năm châu Phi""?",A. Mười bảy quốc gia châu Phi giành được độc lập trong cùng một năm | B. Chế độ phân biệt chủng tộc ở Nam Phi bị xóa bỏ | C. Liên minh châu Phi được thành lập | D. Ai Cập giành được quyền kiểm soát kênh đào Xuy-ê,A,1,90,"Năm 1960 có 17 nước châu Phi tuyên bố độc lập, làm sụp đổ hàng loạt hệ thống thuộc địa cũ — vì vậy năm này đi vào lịch sử với tên gọi ""Năm châu Phi""."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,143,Khoa học,43,Lịch sử thế giới,3,Trắc nghiệm,Đặc điểm nổi bật của quan hệ quốc tế sau khi Chiến tranh lạnh kết thúc là:,"A. Xu thế hòa hoãn và hợp tác, lấy phát triển kinh tế làm trọng tâm | B. Đối đầu quân sự giữa hai khối ngày càng gay gắt | C. Các nước lớn từ bỏ hoàn toàn việc chạy đua vũ trang | D. Thế giới trở lại trật tự một cực ổn định lâu dài",A,1,90,"Sau năm 1991, các quốc gia điều chỉnh chiến lược, lấy phát triển kinh tế làm trọng điểm và mở rộng hợp tác; tuy nhiên xung đột khu vực, sắc tộc, tôn giáo vẫn diễn ra ở nhiều nơi."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,144,Khoa học,44,Lịch sử thế giới,3,Trắc nghiệm,Hạn chế lớn nhất của cuộc cách mạng khoa học — công nghệ hiện đại là:,A. Tạo ra vũ khí hủy diệt và gây ô nhiễm môi trường nghiêm trọng | B. Làm giảm năng suất lao động xã hội | C. Khiến khoa học tách rời khỏi sản xuất | D. Làm chậm quá trình toàn cầu hóa,A,1,90,"Cùng với những thành tựu to lớn, cách mạng khoa học — công nghệ cũng tạo ra vũ khí hủy diệt hàng loạt, ô nhiễm môi trường, tai nạn lao động và các bệnh dịch mới."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,145,Khoa học,45,Lịch sử thế giới,3,Trắc nghiệm,Bài học quan trọng nhất mà Việt Nam có thể rút ra từ sự sụp đổ của Liên Xô và Đông Âu là:,"A. Phải đổi mới kịp thời, đúng hướng và giữ vững vai trò lãnh đạo | B. Phải đóng cửa nền kinh tế để tránh ảnh hưởng bên ngoài | C. Phải từ bỏ hoàn toàn mô hình kinh tế kế hoạch ngay lập tức | D. Phải dựa hoàn toàn vào viện trợ của các nước lớn",A,1,90,"Nguyên nhân sụp đổ là mô hình xây dựng chủ nghĩa xã hội có nhiều khiếm khuyết mà cải tổ lại chậm trễ và sai lầm. Bài học rút ra là phải đổi mới kịp thời, đúng hướng, đồng thời giữ vững ổn định chính trị."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,146,Khoa học,46,Lịch sử Việt Nam,3,Trắc nghiệm,Cuộc kháng chiến chống Tống lần thứ hai (1075 — 1077) gắn liền với tên tuổi của ai?,A. Lý Thường Kiệt | B. Trần Hưng Đạo | C. Lê Lợi | D. Nguyễn Huệ,A,1,90,"Lý Thường Kiệt chủ trương ""tiên phát chế nhân"", chủ động đánh sang đất Tống rồi lập phòng tuyến sông Như Nguyệt, nơi vang lên bài thơ được coi là bản tuyên ngôn độc lập đầu tiên."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,147,Khoa học,47,Lịch sử Việt Nam,3,Trắc nghiệm,Hiệp định Sơ bộ ngày 6 — 3 — 1946 được ký kết nhằm mục đích chủ yếu nào?,A. Đẩy nhanh quân Trung Hoa Dân quốc ra khỏi miền Bắc và có thêm thời gian chuẩn bị | B. Chấm dứt hoàn toàn sự có mặt của Pháp ở Việt Nam | C. Công nhận Việt Nam là quốc gia hoàn toàn độc lập | D. Thống nhất hai miền Nam — Bắc,A,1,90,"Ta chấp nhận hòa với Pháp để loại bớt một kẻ thù, đẩy 20 vạn quân Trung Hoa Dân quốc về nước và tranh thủ thời gian củng cố lực lượng cho cuộc kháng chiến lâu dài."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,148,Khoa học,48,Lịch sử thế giới,3,Trắc nghiệm,Hội nghị I-an-ta (tháng 2 — 1945) đã đưa ra quyết định quan trọng nào?,A. Phân chia phạm vi ảnh hưởng giữa các cường quốc và thỏa thuận thành lập Liên hợp quốc | B. Chính thức tuyên bố bắt đầu Chiến tranh lạnh | C. Thành lập khối quân sự NATO | D. Kết thúc chế độ thực dân trên toàn thế giới,A,1,90,"Ba cường quốc thống nhất tiêu diệt tận gốc chủ nghĩa phát xít, thành lập Liên hợp quốc và phân chia phạm vi ảnh hưởng — những quyết định này định hình trật tự hai cực về sau."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,149,Khoa học,49,Lịch sử thế giới,3,Trắc nghiệm,Đặc điểm chung của các nước Đông Nam Á sau khi giành được độc lập là:,A. Tập trung phát triển kinh tế và từng bước liên kết khu vực | B. Đồng loạt lựa chọn con đường xã hội chủ nghĩa | C. Duy trì quan hệ lệ thuộc vào chính quốc cũ | D. Từ chối tham gia mọi tổ chức quốc tế,A,1,90,"Sau độc lập, các nước Đông Nam Á đều đặt phát triển kinh tế lên hàng đầu và dần liên kết với nhau, mà ASEAN năm 1967 là biểu hiện rõ nhất của xu hướng ấy."
DM-HSA-03-LS,Đề mẫu HSA365 số 03 — Lịch sử,150,Khoa học,50,Lịch sử thế giới,3,Trắc nghiệm,Nguyên nhân sâu xa dẫn tới sự sụp đổ của chế độ xã hội chủ nghĩa ở Liên Xô và Đông Âu là:,A. Mô hình xây dựng chủ nghĩa xã hội có nhiều khiếm khuyết mà không được sửa chữa kịp thời | B. Sự can thiệp quân sự trực tiếp từ bên ngoài | C. Thiếu tài nguyên thiên nhiên để phát triển công nghiệp | D. Dân số giảm sút nghiêm trọng sau chiến tranh,A,1,90,"Mô hình tập trung quan liêu bao cấp ngày càng bộc lộ khiếm khuyết nhưng cải tổ lại chậm trễ và mắc sai lầm; các nhân tố bên ngoài chỉ là tác động thúc đẩy."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,1,Toán,1,"Hàm số, phương trình & bất phương trình",2,Trắc nghiệm,Parabol y = x² − 4x + 3 cắt trục hoành tại các điểm có hoành độ bằng bao nhiêu?,A. 1 và 3 | B. −1 và −3 | C. 0 và 4 | D. 2 và 3,A,1,60,Giải x² − 4x + 3 = 0 ⟹ (x − 1)(x − 3) = 0 ⟹ x = 1 hoặc x = 3.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,2,Toán,2,"Hàm số, phương trình & bất phương trình",2,Điền đáp án,Hệ phương trình x + y = 10 và x − y = 4 có nghiệm với x bằng bao nhiêu?,,7,1,60,"Cộng vế theo vế hai phương trình: 2x = 14 ⟹ x = 7, từ đó y = 3. Phương pháp cộng đại số nhanh hơn thế khi hai phương trình đối xứng như thế này."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,3,Toán,3,"Hàm số, phương trình & bất phương trình",2,Trắc nghiệm,Đồ thị hàm số y = 2x − 3 đi qua điểm nào sau đây?,"A. (0; −3) | B. (0; 3) | C. (3; 0) | D. (−3; 0)",A,1,60,"Thay x = 0 vào hàm số được y = −3, nên đồ thị cắt trục tung tại (0; −3). Với hàm y = ax + b, hệ số b luôn là tung độ giao điểm với trục tung."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,4,Toán,4,Số học & tỉ lệ phần trăm,2,Điền đáp án,"Một chiếc áo bán được 450.000 đồng, lãi 25% so với giá vốn. Giá vốn là bao nhiêu nghìn đồng?",,360,1,60,"Gọi giá vốn là x. Lãi 25% so với giá vốn nghĩa là giá bán bằng 125% giá vốn: 1,25x = 450.000 ⟹ x = 360.000 đồng."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,5,Toán,5,Số học & tỉ lệ phần trăm,2,Điền đáp án,"Một mặt hàng giảm giá 20%, sau đó tăng giá 20% trên giá mới. So với giá ban đầu, giá cuối cùng giảm bao nhiêu phần trăm?",,4,1,60,"Hệ số cuối cùng là 0,8 × 1,2 = 0,96, tức bằng 96% giá ban đầu, nên giảm 4%. Giảm rồi tăng cùng một tỉ lệ phần trăm không bao giờ quay lại giá cũ."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,6,Toán,6,"Đạo hàm, tích phân & khảo sát hàm số",2,Trắc nghiệm,Hàm số y = x³ − 3x + 2 đạt cực đại tại điểm có giá trị cực đại bằng:,A. 4 | B. 0 | C. 2 | D. −2,A,1,60,"y' = 3x² − 3 = 0 ⟹ x = ±1. Qua x = −1 đạo hàm đổi dấu từ dương sang âm nên đó là điểm cực đại; y(−1) = −1 + 3 + 2 = 4."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,7,Toán,7,"Đạo hàm, tích phân & khảo sát hàm số",2,Trắc nghiệm,Đạo hàm của hàm số y = sin x là:,A. cos x | B. −cos x | C. −sin x | D. tan x,A,1,60,"(sin x)' = cos x và (cos x)' = −sin x. Dấu trừ chỉ xuất hiện khi đạo hàm cosin, đây là chỗ hay nhầm nhất."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,8,Toán,8,"Đạo hàm, tích phân & khảo sát hàm số",2,Điền đáp án,Tính tích phân ∫₁² 2x dx. Kết quả bằng bao nhiêu?,,3,1,60,Nguyên hàm của 2x là x². Thay cận: 2² − 1² = 4 − 1 = 3.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,9,Toán,9,Tổ hợp & xác suất,2,Trắc nghiệm,Có bao nhiêu cách chọn 3 người từ một nhóm 10 người để lập một tổ công tác (không phân biệt vai trò)?,A. 120 | B. 720 | C. 30 | D. 1000,A,1,60,"Không phân biệt vai trò nên dùng tổ hợp: C(10, 3) = 10!/(3!·7!) = 120."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,10,Toán,10,Tổ hợp & xác suất,2,Trắc nghiệm,Gieo đồng thời hai con xúc xắc cân đối. Xác suất để tổng số chấm bằng 7 là:,A. 1/6 | B. 1/12 | C. 7/36 | D. 1/9,A,1,60,"Có 36 kết quả đồng khả năng. Các cặp cho tổng 7 là (1,6), (2,5), (3,4), (4,3), (5,2), (6,1) — 6 kết quả. Xác suất = 6/36 = 1/6."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,11,Toán,11,Tổ hợp & xác suất,2,Trắc nghiệm,Tung một đồng xu ba lần. Số kết quả có thể xảy ra là:,A. 8 | B. 6 | C. 3 | D. 9,A,1,60,"Mỗi lần tung có 2 kết quả, ba lần độc lập nên theo quy tắc nhân có 2³ = 8 kết quả."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,12,Toán,12,Tổ hợp & xác suất,2,Trắc nghiệm,Rút ngẫu nhiên một lá từ bộ bài 52 lá. Xác suất rút được quân át là:,A. 1/13 | B. 1/52 | C. 4/13 | D. 1/4,A,1,60,"Bộ bài có 4 quân át trong 52 lá, nên xác suất là 4/52 = 1/13."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,13,Toán,13,Hình học tọa độ,2,Trắc nghiệm,"Trong mặt phẳng Oxy, khoảng cách từ điểm M(1; 2) đến đường thẳng 3x − 4y + 5 = 0 bằng:","A. 0 | B. 1 | C. 2 | D. 2,4",A,1,60,d = |3(1) − 4(2) + 5| / √(3² + 4²) = |3 − 8 + 5| / 5 = 0. Khoảng cách bằng 0 nghĩa là M nằm ngay trên đường thẳng.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,14,Toán,14,Hình học tọa độ,2,Điền đáp án,"Khoảng cách giữa hai điểm A(1; 2) và B(4; 6) bằng bao nhiêu?",,5,1,60,AB = √((4−1)² + (6−2)²) = √(9 + 16) = √25 = 5. Đây là bộ ba Pythagoras 3–4–5 quen thuộc.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,15,Toán,15,Mũ & logarit,2,Điền đáp án,Nghiệm của phương trình 2^(x+1) = 32 là x = ?,,4,1,60,Đưa hai vế về cùng cơ số 2: 32 = 2⁵. Hàm mũ là hàm đơn điệu nên hai lũy thừa cùng cơ số bằng nhau khi và chỉ khi số mũ bằng nhau: x + 1 = 5 ⟹ x = 4.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,16,Toán,16,Mũ & logarit,2,Trắc nghiệm,Rút gọn biểu thức log₂6 − log₂3 được kết quả:,A. 1 | B. 2 | C. log₂3 | D. 3,A,1,60,Hiệu hai logarit cùng cơ số bằng logarit của thương: log₂(6/3) = log₂2 = 1.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,17,Toán,17,Hình học phẳng & không gian,2,Trắc nghiệm,Tam giác vuông có hai cạnh góc vuông bằng 6 cm và 8 cm. Đường cao ứng với cạnh huyền bằng:,"A. 4,8 cm | B. 5 cm | C. 4 cm | D. 7 cm",A,1,60,"Cạnh huyền = √(6² + 8²) = 10 cm. Diện tích tính hai cách: (6 × 8)/2 = (10 × h)/2 ⟹ h = 48/10 = 4,8 cm."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,18,Toán,18,Hình học phẳng & không gian,2,Điền đáp án,"Hình tròn có bán kính 7 cm. Lấy π ≈ 22/7, chu vi hình tròn bằng bao nhiêu cm?",,44,1,60,Chu vi hình tròn C = 2πr = 2 × 22/7 × 7 = 44 cm. Chọn bán kính là bội của 7 giúp phép tính gọn hẳn.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,19,Toán,19,Hình học phẳng & không gian,2,Trắc nghiệm,"Hình hộp chữ nhật có ba kích thước 3 cm, 4 cm và 5 cm. Thể tích của nó bằng:",A. 60 cm³ | B. 47 cm³ | C. 94 cm³ | D. 12 cm³,A,1,60,Thể tích hình hộp chữ nhật là tích ba kích thước: 3 × 4 × 5 = 60 cm³.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,20,Toán,20,Hình học phẳng & không gian,2,Trắc nghiệm,Diện tích của tam giác đều cạnh 6 cm bằng:,A. 9√3 cm² | B. 18√3 cm² | C. 36√3 cm² | D. 6√3 cm²,A,1,60,Tam giác đều cạnh a có diện tích a²√3/4 = 36√3/4 = 9√3 cm².
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,21,Toán,21,"Dãy số, cấp số cộng & cấp số nhân",2,Điền đáp án,Cấp số cộng có u₁ = 1 và công sai d = 4. Tổng của 10 số hạng đầu tiên bằng bao nhiêu?,,190,1,60,"Sₙ = n/2 × [2u₁ + (n − 1)d] = 10/2 × [2 + 9 × 4] = 5 × 38 = 190. Có thể kiểm bằng cách khác: u₁₀ = 1 + 9 × 4 = 37, S = 10 × (1 + 37)/2 = 190."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,22,Toán,22,"Dãy số, cấp số cộng & cấp số nhân",2,Điền đáp án,Cấp số nhân có u₁ = 1 và công bội q = 3. Số hạng u₅ bằng bao nhiêu?,,81,1,60,uₙ = u₁·qⁿ⁻¹ nên u₅ = 1 × 3⁴ = 81. Lưu ý số mũ là n − 1 chứ không phải n.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,23,Toán,23,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Bốn tổ của một lớp có số học sinh lần lượt là 8; 10; 12; 10. Số học sinh trung bình của mỗi tổ là:",A. 10 | B. 9 | C. 11 | D. 40,A,1,60,"Tổng số học sinh là 8 + 10 + 12 + 10 = 40, chia cho 4 tổ được 10 học sinh mỗi tổ."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,24,Toán,24,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Khoảng biến thiên của mẫu số liệu 12; 5; 20; 8 bằng:","A. 15 | B. 11,25 | C. 8 | D. 20",A,1,60,Khoảng biến thiên bằng giá trị lớn nhất trừ giá trị nhỏ nhất: 20 − 5 = 15.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,25,Toán,25,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Doanh thu bốn quý của một doanh nghiệp lần lượt là 120; 150; 180; 210 (tỉ đồng). Doanh thu quý IV tăng bao nhiêu phần trăm so với quý I?","A. 75% | B. 42,9% | C. 90% | D. 175%",A,1,60,"Mức tăng tương đối = (210 − 120)/120 = 90/120 = 0,75 = 75%."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,26,Toán,26,Thống kê & xử lý số liệu,2,Trắc nghiệm,"Trung vị của mẫu số liệu 3; 5; 8; 10 là:","A. 6,5 | B. 5 | C. 8 | D. 6",A,1,60,"Mẫu đã sắp xếp và có 4 giá trị (chẵn), nên trung vị là trung bình cộng hai giá trị ở giữa: (5 + 8)/2 = 6,5."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,27,Toán,27,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,Tập nghiệm của bất phương trình (x − 1)(x + 3) < 0 là:,"A. (−3; 1) | B. (−∞; −3) ∪ (1; +∞) | C. (1; 3) | D. (−1; 3)",A,1,90,"Tam thức có hai nghiệm −3 và 1, hệ số a = 1 > 0 nên biểu thức mang dấu âm ở khoảng giữa hai nghiệm. Quy tắc chung: trong trái, ngoài cùng dấu với a."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,28,Toán,28,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,Đồ thị hàm số y = (2x + 1)/(x − 1) có tiệm cận ngang là đường thẳng:,A. y = 2 | B. x = 1 | C. y = 1 | D. y = −1,A,1,90,"Với hàm phân thức bậc nhất trên bậc nhất, tiệm cận ngang là y = a/c với a, c là hệ số của x ở tử và mẫu: y = 2/1 = 2."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,29,Toán,29,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,Hàm số y = (m − 2)x + 3 đồng biến trên ℝ khi và chỉ khi:,A. m > 2 | B. m < 2 | C. m ≥ 2 | D. m ≠ 2,A,1,90,"Hàm bậc nhất đồng biến khi hệ số góc dương: m − 2 > 0 ⟺ m > 2. Dấu bằng bị loại vì khi m = 2 hàm trở thành hằng số, không đồng biến."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,30,Toán,30,"Hàm số, phương trình & bất phương trình",3,Điền đáp án,Tìm giá trị nguyên nhỏ nhất của m để phương trình x² − 2(m + 1)x + m² + 3 = 0 có hai nghiệm phân biệt.,,2,1,90,Δ' = (m + 1)² − (m² + 3) = 2m − 2. Hai nghiệm phân biệt khi Δ' > 0 ⟺ m > 1. Giá trị nguyên nhỏ nhất là m = 2.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,31,Toán,31,"Hàm số, phương trình & bất phương trình",3,Trắc nghiệm,"Cho hai số thực x, y thỏa mãn x + y = 7 và xy = 12. Giá trị của x² + y² bằng:",A. 25 | B. 37 | C. 49 | D. 13,A,1,90,x² + y² = (x + y)² − 2xy = 49 − 24 = 25.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,32,Toán,32,Số học & tỉ lệ phần trăm,3,Trắc nghiệm,Trộn 3 kg gạo giá 40 nghìn đồng/kg với 2 kg gạo giá 65 nghìn đồng/kg. Giá trung bình của hỗn hợp là:,"A. 50 nghìn đồng/kg | B. 52,5 nghìn đồng/kg | C. 48 nghìn đồng/kg | D. 55 nghìn đồng/kg",A,1,90,"Tổng tiền = 3 × 40 + 2 × 65 = 120 + 130 = 250 nghìn đồng cho 5 kg, nên giá trung bình là 250 : 5 = 50 nghìn đồng/kg."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,33,Toán,33,Số học & tỉ lệ phần trăm,3,Điền đáp án,"Người thợ A làm xong một công việc trong 6 giờ, người thợ B làm xong công việc đó trong 12 giờ. Nếu cùng làm thì sau bao nhiêu giờ họ hoàn thành công việc?",,4,1,90,Năng suất cộng được: 1/6 + 1/12 = 3/12 = 1/4 công việc mỗi giờ. Vậy cần 4 giờ.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,34,Toán,34,Số học & tỉ lệ phần trăm,3,Trắc nghiệm,Có 200 g dung dịch chứa 15% muối. Cần thêm bao nhiêu gam muối nguyên chất để thu được dung dịch 20%?,"A. 12,5 g | B. 10 g | C. 12 g | D. 15 g",A,1,90,"Lượng muối ban đầu: 200 × 15% = 30 g. Thêm x gam muối thì cả tử và mẫu đều tăng: (30 + x)/(200 + x) = 0,2 ⟹ 30 + x = 40 + 0,2x ⟹ 0,8x = 10 ⟹ x = 12,5 g."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,35,Toán,35,"Đạo hàm, tích phân & khảo sát hàm số",3,Trắc nghiệm,Đồ thị hàm số y = (x + 1)/(x − 2) có tiệm cận đứng là đường thẳng:,A. x = 2 | B. y = 2 | C. x = −1 | D. y = 1,A,1,90,Tiệm cận đứng ứng với giá trị làm mẫu số bằng 0 mà tử số khác 0: x − 2 = 0 ⟹ x = 2. Tiệm cận ngang của hàm này là y = 1.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,36,Toán,36,"Đạo hàm, tích phân & khảo sát hàm số",3,Điền đáp án,"Diện tích hình phẳng giới hạn bởi đồ thị y = x², trục hoành và hai đường thẳng x = 0, x = 3 bằng bao nhiêu?",,9,1,90,S = ∫₀³ x² dx = [x³/3]₀³ = 27/3 = 9. Trên đoạn này hàm không âm nên không cần lấy giá trị tuyệt đối.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,37,Toán,37,"Đạo hàm, tích phân & khảo sát hàm số",3,Trắc nghiệm,Tính tích phân ∫₀¹ (3x² + 2x) dx.,A. 2 | B. 3 | C. 1 | D. 5/2,A,1,90,Nguyên hàm là x³ + x². Thay cận: (1 + 1) − (0 + 0) = 2.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,38,Toán,38,"Đạo hàm, tích phân & khảo sát hàm số",3,Điền đáp án,"Giá trị lớn nhất của hàm số f(x) = −x² + 4x + 1 trên đoạn [0; 3] bằng bao nhiêu?",,5,1,90,"f'(x) = −2x + 4 = 0 ⟹ x = 2 ∈ [0; 3]. So sánh f(0) = 1, f(2) = 5, f(3) = 4 ⟹ giá trị lớn nhất là 5."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,39,Toán,39,Tổ hợp & xác suất,3,Trắc nghiệm,Tung hai đồng xu cân đối. Xác suất có ít nhất một mặt ngửa là:,A. 3/4 | B. 1/2 | C. 1/4 | D. 2/3,A,1,90,"Dùng biến cố đối cho nhanh: xác suất không có mặt ngửa nào (cả hai đều sấp) là 1/4, nên xác suất cần tìm là 1 − 1/4 = 3/4. Bài toán ""ít nhất"" hầu như luôn dễ hơn khi tính phần bù."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,40,Toán,40,Hình học tọa độ,3,Trắc nghiệm,"Trong không gian Oxyz, mặt phẳng 2x − y + 2z − 6 = 0 có một vectơ pháp tuyến là:","A. (2; −1; 2) | B. (2; 1; 2) | C. (2; −1; −6) | D. (−6; 2; −1)",A,1,90,"Với mặt phẳng ax + by + cz + d = 0, vectơ pháp tuyến là (a; b; c). Hệ số tự do d không tham gia vào vectơ pháp tuyến."
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,41,Toán,41,Hình học tọa độ,3,Trắc nghiệm,"Hai vectơ u(1; 2) và v(2; −1) có quan hệ:",A. Vuông góc với nhau | B. Cùng phương | C. Bằng nhau | D. Ngược hướng,A,1,90,Tích vô hướng u·v = 1×2 + 2×(−1) = 0. Tích vô hướng bằng 0 là điều kiện cần và đủ để hai vectơ khác không vuông góc.
DM-HSA-04-DL,Đề mẫu HSA365 số 04 — Địa lý,42,Toán,42,Mũ & logarit,3,Trắc nghiệm,Nghiệm của phương trình log₂(x − 1) + log₂(x + 1) = 3 là:,A. x = 3 | B. x = ±3 | C. x = 2 | D. x = 9,A,1,90,"Điều kiện x > 1. Cộng hai logarit cùng cơ số: log₂[(x − 1)(x + 1)] = 3 ⟹ x² − 1 = 8 ⟹ x² = 9 ⟹ x = ±3. Loại x = −3 vì không thỏa điều kiện, còn x = 3."
