Mã phiếu,Loại phiếu,Mã loại,Phiếu lời giải,Phiếu hướng dẫn ôn chắc,Tiêu đề,Phần thi,Môn tự chọn,Chuyên đề,Giai đoạn,Cấp độ,Số câu,Thời gian (phút),Ngưỡng hoàn thành,Ngưỡng thành thạo,Điểm KN,Phiếu tiên quyết,Chặng 1,Chặng 1 (số câu),Chặng 2,Chặng 2 (số câu),Chặng 3,Chặng 3 (số câu),Mã câu hỏi,Mục tiêu,Đạt khi
PL-VAN-RHE-L4-005,Phiếu ôn thi,OT,LG-VAN-RHE-L4-005,HD-VAN-RHE,Phiếu ôn thi · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,12,70%,85%,144,PL-VAN-RHE-L4-004,Chặng 1 — Rà kiến thức,3,Chặng 2 — Trộn dạng,6,Chặng 3 — Mô phỏng đề,3,v.voc.2 | v.voc.3 | v.gra.2 | v.p2.3 | v.p2.5 | v.voc.1 | v.gra.1 | v.lit.2 | v.log.2 | v.rhe.2 | v.p1.2 | v.p1.3,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-VAN-RHE-L4-006,Phiếu lý thuyết,LT,LG-VAN-RHE-L4-006,HD-VAN-RHE,Phiếu lý thuyết · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,17,70%,85%,96,PL-VAN-RHE-L4-005,Chặng 1 — Khái niệm,3,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,3,v.gra.2 | v.gra.3 | v.lit.3 | v.p1.4 | v.p2.3 | v.p2.5 | v.log.2 | v.rhe.1 | v.p1.1 | v.p2.2 | v.p2.4 | v.voc.2,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-RHE-L4-007,Phiếu dạng bài & đọc vị,DB,LG-VAN-RHE-L4-007,HD-VAN-RHE,Phiếu dạng bài & đọc vị · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,15,70%,85%,120,PL-VAN-RHE-L4-006,Chặng 1 — Dấu hiệu nhận biết,3,Chặng 2 — Phân loại dạng,6,Chặng 3 — Dạng lai & dễ nhầm,3,v.lit.4 | v.log.1 | v.p1.4 | v.log.2 | v.rhe.1 | v.p1.1 | v.p2.1 | v.voc.1 | v.gra.1 | v.voc.3 | v.gra.2 | v.gra.3,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Giữ độ chính xác khi thời gian bắt đầu siết lại.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-RHE-L4-008,Phiếu kỹ năng & phương pháp,KN,LG-VAN-RHE-L4-008,HD-VAN-RHE,Phiếu kỹ năng & phương pháp · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,13,70%,85%,132,PL-VAN-RHE-L4-007,Chặng 1 — Quy trình chuẩn,3,Chặng 2 — Luyện thành thạo,6,Chặng 3 — Rút gọn thao tác,3,v.p2.3 | v.p2.5 | v.log.2 | v.p1.3 | v.p1.5 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.3 | v.p2.1 | v.voc.1 | v.gra.1,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-RHE-L4-009,Phiếu luyện nâng cao,NC,LG-VAN-RHE-L4-009,HD-VAN-RHE,Phiếu luyện nâng cao · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,13,70%,88%,168,PL-VAN-RHE-L4-008,Chặng 1 — Khởi động,3,Chặng 2 — Nhiều bước,6,Chặng 3 — Câu phân loại,3,v.rhe.2 | v.p1.2 | v.p1.3 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.3 | v.gra.2 | v.gra.3 | v.lit.2 | v.lit.1 | v.p1.4,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-VAN-RHE-L4-010,Phiếu ôn thi,OT,LG-VAN-RHE-L4-010,HD-VAN-RHE,Phiếu ôn thi · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,12,70%,85%,144,PL-VAN-RHE-L4-009,Chặng 1 — Rà kiến thức,3,Chặng 2 — Trộn dạng,6,Chặng 3 — Mô phỏng đề,3,v.voc.1 | v.gra.1 | v.lit.2 | v.gra.2 | v.gra.3 | v.lit.3 | v.lit.4 | v.log.1 | v.rhe.1 | v.p2.3 | v.p2.5 | v.log.2,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-VAN-RHE-L4-011,Phiếu lý thuyết,LT,LG-VAN-RHE-L4-011,HD-VAN-RHE,Phiếu lý thuyết · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,17,70%,85%,96,PL-VAN-RHE-L4-010,Chặng 1 — Khái niệm,3,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,3,v.lit.2 | v.rhe.2 | v.p1.2 | v.gra.2 | v.gra.3 | v.lit.1 | v.lit.3 | v.lit.4 | v.log.1 | v.voc.2 | v.voc.3 | v.rhe.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-RHE-L4-012,Phiếu dạng bài & đọc vị,DB,LG-VAN-RHE-L4-012,HD-VAN-RHE,Phiếu dạng bài & đọc vị · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,15,70%,85%,120,PL-VAN-RHE-L4-011,Chặng 1 — Dấu hiệu nhận biết,3,Chặng 2 — Phân loại dạng,6,Chặng 3 — Dạng lai & dễ nhầm,3,v.p1.3 | v.p1.5 | v.p2.2 | v.lit.3 | v.lit.4 | v.log.1 | v.p1.4 | v.p2.3 | v.p2.5 | v.rhe.1 | v.p1.1 | v.p2.1,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Giữ độ chính xác khi thời gian bắt đầu siết lại.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-RHE-L4-013,Phiếu kỹ năng & phương pháp,KN,LG-VAN-RHE-L4-013,HD-VAN-RHE,Phiếu kỹ năng & phương pháp · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,13,70%,85%,132,PL-VAN-RHE-L4-012,Chặng 1 — Quy trình chuẩn,3,Chặng 2 — Luyện thành thạo,6,Chặng 3 — Rút gọn thao tác,3,v.voc.2 | v.voc.3 | v.gra.2 | v.gra.1 | v.lit.2 | v.log.2 | v.lit.1 | v.rhe.2 | v.p1.2 | v.log.1 | v.rhe.1 | v.p1.1,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-RHE-L4-014,Phiếu luyện nâng cao,NC,LG-VAN-RHE-L4-014,HD-VAN-RHE,Phiếu luyện nâng cao · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,13,70%,88%,168,PL-VAN-RHE-L4-013,Chặng 1 — Khởi động,3,Chặng 2 — Nhiều bước,6,Chặng 3 — Câu phân loại,3,v.p1.4 | v.p2.1 | v.p2.3 | v.lit.1 | v.p2.5 | v.log.2 | v.rhe.2 | v.p1.2 | v.p1.3 | v.gra.1 | v.lit.2 | v.p1.5,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-VAN-RHE-L4-015,Phiếu ôn thi,OT,LG-VAN-RHE-L4-015,HD-VAN-RHE,Phiếu ôn thi · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,12,70%,85%,144,PL-VAN-RHE-L4-014,Chặng 1 — Rà kiến thức,3,Chặng 2 — Trộn dạng,6,Chặng 3 — Mô phỏng đề,3,v.lit.4 | v.log.1 | v.p1.4 | v.p1.3 | v.p1.5 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.3 | v.p2.5 | v.log.2 | v.rhe.2,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-VAN-RHE-L4-016,Phiếu thi,PT,LG-VAN-RHE-L4-016,HD-VAN-RHE,Phiếu thi · Biện pháp tu từ & phong cách · Cấp 4,Văn,,Biện pháp tu từ & phong cách,2,4,12,11,70%,90%,216,PL-VAN-RHE-L4-015,Chặng 1 — Phần dễ ăn điểm,3,Chặng 2 — Phần lõi,6,Chặng 3 — Phần phân loại,3,v.lit.2 | v.log.2 | v.lit.1 | v.p1.3 | v.p1.5 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.3 | v.p1.2 | v.gra.2 | v.gra.3,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-VAN-RHE-L5-001,Phiếu lý thuyết,LT,LG-VAN-RHE-L5-001,HD-VAN-RHE,Phiếu lý thuyết · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,21,70%,85%,128,PL-VAN-RHE-L4-016,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,3,v.rhe.1 | v.p1.1 | v.p2.1 | v.voc.1 | v.p1.3 | v.p1.5 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.3 | v.gra.2 | v.rhe.2 | v.p1.2 | v.gra.3,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Xử lý câu phân loại mà không mất nhịp.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-RHE-L5-002,Phiếu dạng bài & đọc vị,DB,LG-VAN-RHE-L5-002,HD-VAN-RHE,Phiếu dạng bài & đọc vị · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,19,70%,85%,160,PL-VAN-RHE-L5-001,Chặng 1 — Dấu hiệu nhận biết,4,Chặng 2 — Phân loại dạng,7,Chặng 3 — Dạng lai & dễ nhầm,3,v.voc.1 | v.gra.1 | v.lit.2 | v.rhe.2 | v.voc.2 | v.voc.3 | v.gra.2 | v.gra.3 | v.lit.3 | v.lit.4 | v.log.1 | v.p2.2 | v.p2.4 | v.rhe.1,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Xử lý câu phân loại mà không mất nhịp.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-RHE-L5-003,Phiếu kỹ năng & phương pháp,KN,LG-VAN-RHE-L5-003,HD-VAN-RHE,Phiếu kỹ năng & phương pháp · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,16,70%,85%,176,PL-VAN-RHE-L5-002,Chặng 1 — Quy trình chuẩn,4,Chặng 2 — Luyện thành thạo,7,Chặng 3 — Rút gọn thao tác,3,v.voc.2 | v.voc.3 | v.gra.2 | v.gra.3 | v.p2.2 | v.p2.4 | v.lit.3 | v.lit.4 | v.log.1 | v.rhe.1 | v.p1.1 | v.gra.1 | v.lit.2 | v.lit.1,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Xử lý câu phân loại mà không mất nhịp.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-RHE-L5-004,Phiếu luyện nâng cao,NC,LG-VAN-RHE-L5-004,HD-VAN-RHE,Phiếu luyện nâng cao · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,16,70%,88%,224,PL-VAN-RHE-L5-003,Chặng 1 — Khởi động,4,Chặng 2 — Nhiều bước,7,Chặng 3 — Câu phân loại,3,v.p2.4 | v.voc.2 | v.voc.3 | v.gra.2 | v.lit.4 | v.log.1 | v.rhe.1 | v.p1.1 | v.p2.1 | v.voc.1 | v.gra.1 | v.p1.4 | v.p2.3 | v.p2.5,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Xử lý câu phân loại mà không mất nhịp.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-VAN-RHE-L5-005,Phiếu ôn thi,OT,LG-VAN-RHE-L5-005,HD-VAN-RHE,Phiếu ôn thi · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,16,70%,85%,192,PL-VAN-RHE-L5-004,Chặng 1 — Rà kiến thức,4,Chặng 2 — Trộn dạng,7,Chặng 3 — Mô phỏng đề,3,v.log.1 | v.rhe.1 | v.p1.1 | v.p1.4 | v.lit.4 | v.p2.1 | v.voc.1 | v.gra.1 | v.lit.2 | v.lit.1 | v.p2.3 | v.p1.2 | v.p1.3 | v.p1.5,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Xử lý câu phân loại mà không mất nhịp.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-VAN-RHE-L5-006,Phiếu lý thuyết,LT,LG-VAN-RHE-L5-006,HD-VAN-RHE,Phiếu lý thuyết · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,21,70%,85%,128,PL-VAN-RHE-L5-005,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,3,v.gra.3 | v.lit.1 | v.lit.3 | v.lit.4 | v.gra.1 | v.lit.2 | v.log.2 | v.rhe.2 | v.p1.2 | v.p1.3 | v.p1.5 | v.voc.3 | v.gra.2 | v.log.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Xử lý câu phân loại mà không mất nhịp.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-RHE-L5-007,Phiếu dạng bài & đọc vị,DB,LG-VAN-RHE-L5-007,HD-VAN-RHE,Phiếu dạng bài & đọc vị · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,19,70%,85%,160,PL-VAN-RHE-L5-006,Chặng 1 — Dấu hiệu nhận biết,4,Chặng 2 — Phân loại dạng,7,Chặng 3 — Dạng lai & dễ nhầm,3,v.lit.4 | v.log.1 | v.p1.4 | v.p2.3 | v.rhe.2 | v.p1.2 | v.p1.3 | v.p1.5 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.1 | v.gra.1 | v.lit.2,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Xử lý câu phân loại mà không mất nhịp.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-RHE-L5-008,Phiếu kỹ năng & phương pháp,KN,LG-VAN-RHE-L5-008,HD-VAN-RHE,Phiếu kỹ năng & phương pháp · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,16,70%,85%,176,PL-VAN-RHE-L5-007,Chặng 1 — Quy trình chuẩn,4,Chặng 2 — Luyện thành thạo,7,Chặng 3 — Rút gọn thao tác,3,v.lit.2 | v.log.2 | v.lit.1 | v.rhe.2 | v.p1.2 | v.p1.3 | v.p1.5 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.3 | v.gra.1 | v.p1.4 | v.p2.3,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Xử lý câu phân loại mà không mất nhịp.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-RHE-L5-009,Phiếu luyện nâng cao,NC,LG-VAN-RHE-L5-009,HD-VAN-RHE,Phiếu luyện nâng cao · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,16,70%,88%,224,PL-VAN-RHE-L5-008,Chặng 1 — Khởi động,4,Chặng 2 — Nhiều bước,7,Chặng 3 — Câu phân loại,3,v.p1.4 | v.p2.3 | v.p2.5 | v.log.2 | v.voc.2 | v.voc.3 | v.gra.2 | v.gra.3 | v.lit.3 | v.lit.4 | v.log.1 | v.p1.3 | v.p1.5 | v.p2.2,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Xử lý câu phân loại mà không mất nhịp.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-VAN-RHE-L5-010,Phiếu ôn thi,OT,LG-VAN-RHE-L5-010,HD-VAN-RHE,Phiếu ôn thi · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,16,70%,85%,192,PL-VAN-RHE-L5-009,Chặng 1 — Rà kiến thức,4,Chặng 2 — Trộn dạng,7,Chặng 3 — Mô phỏng đề,3,v.p1.5 | v.p2.2 | v.p2.4 | v.voc.2 | v.gra.3 | v.lit.3 | v.lit.4 | v.log.1 | v.rhe.1 | v.p1.1 | v.p2.1 | v.p1.2 | v.p1.3 | v.voc.3,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Xử lý câu phân loại mà không mất nhịp.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-VAN-RHE-L5-011,Phiếu lý thuyết,LT,LG-VAN-RHE-L5-011,HD-VAN-RHE,Phiếu lý thuyết · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,21,70%,85%,128,PL-VAN-RHE-L5-010,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,3,v.rhe.2 | v.p1.2 | v.p1.3 | v.p1.5 | v.p2.1 | v.p2.3 | v.p2.5 | v.voc.1 | v.gra.1 | v.lit.2 | v.log.2 | v.lit.4 | v.log.1 | v.rhe.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Xử lý câu phân loại mà không mất nhịp.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-RHE-L5-012,Phiếu thi,PT,LG-VAN-RHE-L5-012,HD-VAN-RHE,Phiếu thi · Biện pháp tu từ & phong cách · Cấp 5,Văn,,Biện pháp tu từ & phong cách,3,5,14,14,70%,90%,288,PL-VAN-RHE-L5-011,Chặng 1 — Phần dễ ăn điểm,4,Chặng 2 — Phần lõi,7,Chặng 3 — Phần phân loại,3,v.p2.4 | v.voc.2 | v.voc.3 | v.gra.2 | v.p2.1 | v.voc.1 | v.gra.1 | v.lit.2 | v.lit.1 | v.p1.4 | v.p2.3 | v.rhe.1 | v.p1.1 | v.p2.5,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Xử lý câu phân loại mà không mất nhịp.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-VAN-RHE-L6-001,Phiếu lý thuyết,LT,LG-VAN-RHE-L6-001,HD-VAN-RHE,Phiếu lý thuyết · Biện pháp tu từ & phong cách · Cấp 6,Văn,,Biện pháp tu từ & phong cách,3,6,15,20,70%,85%,176,PL-VAN-RHE-L5-012,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,4,v.rhe.2 | v.p1.2 | v.p1.3 | v.p1.5 | v.p2.5 | v.log.2 | v.p2.2 | v.p2.4 | v.voc.2 | v.voc.3 | v.gra.2 | v.lit.4 | v.log.1 | v.rhe.1 | v.p1.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-VAN-RHE-L6-002,Phiếu dạng bài & đọc vị,DB,LG-VAN-RHE-L6-002,HD-VAN-RHE,Phiếu dạng bài & đọc vị · Biện pháp tu từ & phong cách · Cấp 6,Văn,,Biện pháp tu từ & phong cách,3,6,15,17,70%,85%,220,PL-VAN-RHE-L6-001,Chặng 1 — Dấu hiệu nhận biết,4,Chặng 2 — Phân loại dạng,7,Chặng 3 — Dạng lai & dễ nhầm,4,v.p1.5 | v.p2.2 | v.p2.4 | v.voc.2 | v.p1.2 | v.p1.3 | v.voc.3 | v.gra.2 | v.gra.3 | v.lit.3 | v.lit.4 | v.p1.1 | v.p2.1 | v.voc.1 | v.gra.1,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-VAN-RHE-L6-003,Phiếu kỹ năng & phương pháp,KN,LG-VAN-RHE-L6-003,HD-VAN-RHE,Phiếu kỹ năng & phương pháp · Biện pháp tu từ & phong cách · Cấp 6,Văn,,Biện pháp tu từ & phong cách,3,6,15,15,70%,85%,242,PL-VAN-RHE-L6-002,Chặng 1 — Quy trình chuẩn,4,Chặng 2 — Luyện thành thạo,7,Chặng 3 — Rút gọn thao tác,4,v.p1.3 | v.p1.5 | v.p2.2 | v.p2.4 | v.gra.2 | v.gra.3 | v.lit.3 | v.lit.4 | v.log.1 | v.rhe.1 | v.p1.1 | v.gra.1 | v.lit.2 | v.lit.1 | v.p1.4,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-VAN-RHE-L6-004,Phiếu luyện nâng cao,NC,LG-VAN-RHE-L6-004,HD-VAN-RHE,Phiếu luyện nâng cao · Biện pháp tu từ & phong cách · Cấp 6,Văn,,Biện pháp tu từ & phong cách,3,6,15,15,70%,88%,308,PL-VAN-RHE-L6-003,Chặng 1 — Khởi động,4,Chặng 2 — Nhiều bước,7,Chặng 3 — Câu phân loại,4,v.p2.4 | v.voc.2 | v.voc.3 | v.gra.2 | v.lit.4 | v.log.1 | v.rhe.1 | v.p1.1 | v.p2.1 | v.voc.1 | v.gra.1 | v.p1.4 | v.p2.3 | v.p2.5 | v.log.2,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-VAN-RHE-L6-005,Phiếu ôn thi,OT,LG-VAN-RHE-L6-005,HD-VAN-RHE,Phiếu ôn thi · Biện pháp tu từ & phong cách · Cấp 6,Văn,,Biện pháp tu từ & phong cách,3,6,15,14,70%,85%,264,PL-VAN-RHE-L6-004,Chặng 1 — Rà kiến thức,4,Chặng 2 — Trộn dạng,7,Chặng 3 — Mô phỏng đề,4,v.gra.2 | v.gra.3 | v.lit.3 | v.lit.4 | v.p1.1 | v.p2.1 | v.voc.1 | v.gra.1 | v.lit.2 | v.lit.1 | v.p1.4 | v.rhe.2 | v.p1.2 | v.p1.3 | v.p1.5,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-VAN-RHE-L6-006,Phiếu lý thuyết,LT,LG-VAN-RHE-L6-006,HD-VAN-RHE,Phiếu lý thuyết · Biện pháp tu từ & phong cách · Cấp 6,Văn,,Biện pháp tu từ & phong cách,3,6,15,20,70%,85%,176,PL-VAN-RHE-L6-005,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,4,v.p1.4 | v.p2.1 | v.p2.3 | v.p2.5 | v.gra.1 | v.lit.2 | v.lit.1 | v.log.2 | v.rhe.2 | v.p1.2 | v.p1.3 | v.gra.3 | v.lit.3 | v.lit.4 | v.log.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
