tuan,ngay,thu,gio,nhom,ma_bai,nghi_thuc,tru_cot,tieu_de,dinh_dang,cta,tang_gia_tri,muc_cham_soc,chu_de_thang,nguoi_phu_trach,trang_thai
8,2026-10-28,Thu Tu,19:45,G2 - Gia Đình Thịnh Vượng,G2-W08-T4-VIEC,Việc Tử Tế Của Gia Đình,Cau chuyen gia dinh,Khi con từ chối giúp: xử lý thế nào?,Ke lai 3 dong,Ke viec tu te va gan the mot gia dinh khac,T0,CARE-2,NUOI_DAY,chua phan cong,chua soan
8,2026-10-29,Thu Nam,11:45,G1 - Cộng đồng GITA365,G1-W08-N4,Bai nhe,Thuc hanh co huong dan,Thử ngay 5 phút: gọi cho một người bạn đang nghĩ tới,Thu ngay 5 phut,Tra loi 1 dong,T0,CARE-1,NANG_LUC,chua phan cong,chua soan
8,2026-10-29,Thu Nam,20:00,G1 - Cộng đồng GITA365,G1-W08-T5-HOI_,Hỏi & Đáp Cùng Cố Vấn,Ket noi & nghi thuc,Học một kỹ năng mới ở tuổi 40,Livestream 30-45 phut,Dat cau hoi truoc gio live,T2,CARE-3,NANG_LUC,chua phan cong,chua soan
8,2026-10-29,Thu Nam,20:00,G2 - Gia Đình Thịnh Vượng,G2-W08-T5-CHA_,Cha Mẹ Tỉnh Thức,Ky nang cha me - vo chong,Khen thế nào để con không sợ thất bại,Bai ky nang + kich ban noi,Thu toi nay va ke lai,T1,CARE-3,NUOI_DAY,chua phan cong,chua soan
8,2026-10-30,Thu Sau,11:45,G1 - Cộng đồng GITA365,G1-W08-N5,Bai nhe,Bang chung & cau chuyen,Trước và sau: ba mươi ngày của một thành viên,Truoc va sau,Tra loi 1 dong,T0,CARE-1,NANG_LUC,chua phan cong,chua soan
8,2026-10-30,Thu Sau,19:45,G1 - Cộng đồng GITA365,G1-W08-T6-BANG,Bằng Chứng,Bang chung & cau chuyen,Cô giáo về hưu bắt đầu lại từ con số không,Cau chuyen chuyen hoa (UGC),Ke cau chuyen cua ban,T1,CARE-3,NANG_LUC,chua phan cong,chua soan
8,2026-10-30,Thu Sau,19:45,G2 - Gia Đình Thịnh Vượng,G2-W08-T6-KHOE,Khoe Nhà Mình,Cau chuyen gia dinh,Ảnh cha con / mẹ con của tuần,Anh/video + cau chuyen,Dang anh that kem 1 cau chuyen,T0,CARE-3,NUOI_DAY,chua phan cong,chua soan
8,2026-10-31,Thu Bay,08:00,G1 - Cộng đồng GITA365,G1-W08-T7-THUC,Thực Chiến,Thuc hanh co huong dan,Bài tập: cắt một thói quen tốn giờ,Bai tap + mau dien,Nop bai tren web app truoc Chu nhat,T1,CARE-2,NANG_LUC,chua phan cong,chua soan
8,2026-10-31,Thu Bay,08:00,G2 - Gia Đình Thịnh Vượng,G2-W08-T7-CHOI,Gia Đình Chơi Cùng Nhau,Hoat dong gia dinh,Trò chơi dạy con hợp tác,Huong dan tro choi 15 phut,Choi va dang anh/video,T1,CARE-2,NUOI_DAY,chua phan cong,chua soan
8,2026-10-31,Thu Bay,11:45,G1 - Cộng đồng GITA365,G1-W08-N6,Bai nhe,Nhan thuc & tu duy,Điều ai cũng khuyên nhưng có thể sai với bạn,Goc nhin nguoc,Tra loi 1 dong,T0,CARE-1,NANG_LUC,chua phan cong,chua soan
8,2026-11-01,Chu Nhat,11:45,G1 - Cộng đồng GITA365,G1-W08-N7,Bai nhe,Moi goi hanh dong,Buổi định hướng nhóm nhỏ tuần này còn chỗ,Nhac buoi dinh huong,Tra loi 1 dong,T0,CARE-1,NANG_LUC,chua phan cong,chua soan
8,2026-11-01,Chu Nhat,21:00,G1 - Cộng đồng GITA365,G1-W08-CN-TONG,Tổng Kết & Vinh Danh,Moi goi hanh dong,"Tổng kết: điều gì hiệu quả, điều gì bỏ đi",Bang vinh danh + 1 loi moi,Loi moi duy nhat trong tuan,T2,CARE-3,NANG_LUC,chua phan cong,chua soan
8,2026-11-01,Chu Nhat,21:00,G2 - Gia Đình Thịnh Vượng,G2-W08-CN-VINH,Bảng Vinh Danh Gia Đình,Thi dua & vinh danh,Bảng xếp hạng bốn bảng đấu,Bang xep hang 4 bang dau,Co vu it nhat 3 gia dinh,T0,CARE-3,NUOI_DAY,chua phan cong,chua soan
9,2026-11-02,Thu Hai,05:45,G1 - Cộng đồng GITA365,G1-W09-T2-KHOI,Khởi Nguyên,Ket noi & nghi thuc,Tuần này bạn sẽ cho đi điều gì?,Bai check-in 3 dong,Viet 3 dong cam ket tuan,T0,CARE-2,NHAN_BAN,chua phan cong,chua soan
9,2026-11-02,Thu Hai,11:45,G1 - Cộng đồng GITA365,G1-W09-N1,Bai nhe,Nhan thuc & tu duy,Một câu để mang theo hôm nay,Anh trich dan co ngu canh,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
9,2026-11-02,Thu Hai,11:45,G2 - Gia Đình Thịnh Vượng,G2-W09-N1,Bai nhe,Ky nang cha me - vo chong,Nhà bạn xử lý thế nào khi hai đứa tranh nhau đồ chơi?,Cau hoi 1 dong,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
9,2026-11-02,Thu Hai,19:45,G2 - Gia Đình Thịnh Vượng,G2-W09-T2-NHIE,Nhiệm Vụ Gia Đình Tuần,Hoat dong gia dinh,Nhiệm vụ tuần: cả nhà cùng lập quỹ nhỏ,Bai nhiem vu + cach cham diem,Binh luan Ma gia dinh + cam ket,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
9,2026-11-03,Thu Ba,11:45,G1 - Cộng đồng GITA365,G1-W09-N2,Bai nhe,Bang chung & cau chuyen,Hậu trường: một buổi làm việc của đội GITA365,Hau truong,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
9,2026-11-03,Thu Ba,11:45,G2 - Gia Đình Thịnh Vượng,G2-W09-N2,Bai nhe,Thi dua & vinh danh,Bảng xếp hạng giữa tuần: nhà bạn đang ở đâu?,Nhac bang xep hang,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
9,2026-11-03,Thu Ba,17:30,G2 - Gia Đình Thịnh Vượng,G2-W09-T3-BAN_,Bàn Ăn Yêu Thương,Hoat dong gia dinh,Câu hỏi bàn ăn: nhà mình giàu ở điểm nào?,Cau hoi ban an + anh mam com,Chup anh mam com va ke lai,T0,CARE-2,THINH_VUONG,chua phan cong,chua soan
9,2026-11-03,Thu Ba,19:45,G1 - Cộng đồng GITA365,G1-W09-T3-GIAI,Giải Mã,Nhan thuc & tu duy,Cho là nhận không phải khẩu hiệu — đây là cơ chế,Bai dai + so do,Tai cong cu tren web app,T1,CARE-3,NHAN_BAN,chua phan cong,chua soan
9,2026-11-04,Thu Tu,05:45,G1 - Cộng đồng GITA365,G1-W09-T4-CHO_,Cho Là Nhận,Thuc hanh co huong dan,Kèm một người mới trong nhóm suốt tuần này,Thu thach trong ngay,"Bao lai da giup ai, viec gi",T0,CARE-2,NHAN_BAN,chua phan cong,chua soan
9,2026-11-04,Thu Tu,11:45,G1 - Cộng đồng GITA365,G1-W09-N3,Bai nhe,Nhan thuc & tu duy,Trả lời một câu hỏi thật của thành viên,Tra loi cau hoi that,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
9,2026-11-04,Thu Tu,11:45,G2 - Gia Đình Thịnh Vượng,G2-W09-N3,Bai nhe,Moi nhan cong cu tang 1,Tặng cả nhà bộ 30 câu hỏi bàn ăn,Moi nhan bo cong cu tang 1,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
9,2026-11-04,Thu Tu,19:45,G2 - Gia Đình Thịnh Vượng,G2-W09-T4-VIEC,Việc Tử Tế Của Gia Đình,Cau chuyen gia dinh,Gia đình giúp gia đình: mình giúp được ai?,Ke lai 3 dong,Ke viec tu te va gan the mot gia dinh khac,T0,CARE-2,THINH_VUONG,chua phan cong,chua soan
9,2026-11-05,Thu Nam,11:45,G1 - Cộng đồng GITA365,G1-W09-N4,Bai nhe,Thuc hanh co huong dan,Thử ngay 5 phút: viết ra ba điều đang chiếm đầu bạn,Thu ngay 5 phut,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
9,2026-11-05,Thu Nam,20:00,G1 - Cộng đồng GITA365,G1-W09-T5-HOI_,Hỏi & Đáp Cùng Cố Vấn,Ket noi & nghi thuc,Dẫn dắt người khác khi mình còn chưa hoàn hảo,Livestream 30-45 phut,Dat cau hoi truoc gio live,T2,CARE-3,NHAN_BAN,chua phan cong,chua soan
9,2026-11-05,Thu Nam,20:00,G2 - Gia Đình Thịnh Vượng,G2-W09-T5-CHA_,Cha Mẹ Tỉnh Thức,Ky nang cha me - vo chong,Dạy con về tiền từ mấy tuổi?,Bai ky nang + kich ban noi,Thu toi nay va ke lai,T1,CARE-3,THINH_VUONG,chua phan cong,chua soan
9,2026-11-06,Thu Sau,11:45,G1 - Cộng đồng GITA365,G1-W09-N5,Bai nhe,Bang chung & cau chuyen,Sai lầm tôi từng trả giá đắt,Sai lam cua toi,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
9,2026-11-06,Thu Sau,19:45,G1 - Cộng đồng GITA365,G1-W09-T6-BANG,Bằng Chứng,Bang chung & cau chuyen,Gia đình đầu tiên mời năm gia đình khác,Cau chuyen chuyen hoa (UGC),Ke cau chuyen cua ban,T1,CARE-3,NHAN_BAN,chua phan cong,chua soan
9,2026-11-06,Thu Sau,19:45,G2 - Gia Đình Thịnh Vượng,G2-W09-T6-KHOE,Khoe Nhà Mình,Cau chuyen gia dinh,Truyền thống riêng của nhà bạn,Anh/video + cau chuyen,Dang anh that kem 1 cau chuyen,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
9,2026-11-07,Thu Bay,08:00,G1 - Cộng đồng GITA365,G1-W09-T7-THUC,Thực Chiến,Thuc hanh co huong dan,Bài tập: viết thư cho người đã giúp bạn,Bai tap + mau dien,Nop bai tren web app truoc Chu nhat,T1,CARE-2,NHAN_BAN,chua phan cong,chua soan
9,2026-11-07,Thu Bay,08:00,G2 - Gia Đình Thịnh Vượng,G2-W09-T7-CHOI,Gia Đình Chơi Cùng Nhau,Hoat dong gia dinh,Trò chơi dạy con quản lý tiền,Huong dan tro choi 15 phut,Choi va dang anh/video,T1,CARE-2,THINH_VUONG,chua phan cong,chua soan
9,2026-11-07,Thu Bay,11:45,G1 - Cộng đồng GITA365,G1-W09-N6,Bai nhe,Nhan thuc & tu duy,Câu hỏi nhanh: khó nhất với bạn là bắt đầu hay duy trì?,Cau hoi 1 dong,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
9,2026-11-08,Chu Nhat,11:45,G1 - Cộng đồng GITA365,G1-W09-N7,Bai nhe,Moi goi hanh dong,Bộ công cụ tuần này đang nằm ở đâu?,Nhac tai nguyen tang 1,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
9,2026-11-08,Chu Nhat,21:00,G1 - Cộng đồng GITA365,G1-W09-CN-TONG,Tổng Kết & Vinh Danh,Moi goi hanh dong,Vinh danh những người cho đi nhiều nhất,Bang vinh danh + 1 loi moi,Loi moi duy nhat trong tuan,T2,CARE-3,NHAN_BAN,chua phan cong,chua soan
9,2026-11-08,Chu Nhat,21:00,G2 - Gia Đình Thịnh Vượng,G2-W09-CN-VINH,Bảng Vinh Danh Gia Đình,Thi dua & vinh danh,Tổng kết mùa: những gia đình đi trọn hành trình,Bang xep hang 4 bang dau,Co vu it nhat 3 gia dinh,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
10,2026-11-09,Thu Hai,05:45,G1 - Cộng đồng GITA365,G1-W10-T2-KHOI,Khởi Nguyên,Ket noi & nghi thuc,Ai là người bạn muốn kéo đi cùng?,Bai check-in 3 dong,Viet 3 dong cam ket tuan,T0,CARE-2,NHAN_BAN,chua phan cong,chua soan
10,2026-11-09,Thu Hai,11:45,G1 - Cộng đồng GITA365,G1-W10-N1,Bai nhe,Nhan thuc & tu duy,Bình chọn: bạn hợp với buổi sáng hay buổi tối?,Binh chon A/B,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
10,2026-11-09,Thu Hai,11:45,G2 - Gia Đình Thịnh Vượng,G2-W10-N1,Bai nhe,Ky nang cha me - vo chong,Bình chọn: cuối tuần nhà bạn thích ở nhà hay đi chơi?,Binh chon A/B,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
10,2026-11-09,Thu Hai,19:45,G2 - Gia Đình Thịnh Vượng,G2-W10-T2-NHIE,Nhiệm Vụ Gia Đình Tuần,Hoat dong gia dinh,Nhiệm vụ tuần: dạy con tiêu tiền có kế hoạch,Bai nhiem vu + cach cham diem,Binh luan Ma gia dinh + cam ket,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
10,2026-11-10,Thu Ba,11:45,G1 - Cộng đồng GITA365,G1-W10-N2,Bai nhe,Bang chung & cau chuyen,Một câu của thành viên khiến cả nhóm dừng lại,Anh trich dan tu thanh vien,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
10,2026-11-10,Thu Ba,11:45,G2 - Gia Đình Thịnh Vượng,G2-W10-N2,Bai nhe,Thi dua & vinh danh,Chào những gia đình mới đăng ký Mã gia đình tuần này,Goi ten gia dinh moi,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
10,2026-11-10,Thu Ba,17:30,G2 - Gia Đình Thịnh Vượng,G2-W10-T3-BAN_,Bàn Ăn Yêu Thương,Hoat dong gia dinh,Câu hỏi bàn ăn: con muốn nhà mình có truyền thống gì?,Cau hoi ban an + anh mam com,Chup anh mam com va ke lai,T0,CARE-2,THINH_VUONG,chua phan cong,chua soan
10,2026-11-10,Thu Ba,19:45,G1 - Cộng đồng GITA365,G1-W10-T3-GIAI,Giải Mã,Nhan thuc & tu duy,Người dẫn dắt khác người giỏi ở điểm nào?,Bai dai + so do,Tai cong cu tren web app,T1,CARE-3,NHAN_BAN,chua phan cong,chua soan
10,2026-11-11,Thu Tu,05:45,G1 - Cộng đồng GITA365,G1-W10-T4-CHO_,Cho Là Nhận,Thuc hanh co huong dan,Viết lại điều bạn học được để cả nhóm dùng,Thu thach trong ngay,"Bao lai da giup ai, viec gi",T0,CARE-2,NHAN_BAN,chua phan cong,chua soan
10,2026-11-11,Thu Tu,11:45,G1 - Cộng đồng GITA365,G1-W10-N3,Bai nhe,Ket noi & nghi thuc,Chào mừng những người mới của tuần,Chao mung nguoi moi,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
10,2026-11-11,Thu Tu,11:45,G2 - Gia Đình Thịnh Vượng,G2-W10-N3,Bai nhe,Moi nhan cong cu tang 1,Bộ 12 trò chơi gắn kết cha mẹ - con cái đã có trên web app,Moi nhan bo cong cu tang 1,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
10,2026-11-11,Thu Tu,19:45,G2 - Gia Đình Thịnh Vượng,G2-W10-T4-VIEC,Việc Tử Tế Của Gia Đình,Cau chuyen gia dinh,Cho đi một thứ nhà mình không còn dùng,Ke lai 3 dong,Ke viec tu te va gan the mot gia dinh khac,T0,CARE-2,THINH_VUONG,chua phan cong,chua soan
10,2026-11-12,Thu Nam,11:45,G1 - Cộng đồng GITA365,G1-W10-N4,Bai nhe,Thuc hanh co huong dan,Thử ngay 5 phút: gọi cho một người bạn đang nghĩ tới,Thu ngay 5 phut,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
10,2026-11-12,Thu Nam,20:00,G1 - Cộng đồng GITA365,G1-W10-T5-HOI_,Hỏi & Đáp Cùng Cố Vấn,Ket noi & nghi thuc,Cho đi mà không kiệt sức,Livestream 30-45 phut,Dat cau hoi truoc gio live,T2,CARE-3,NHAN_BAN,chua phan cong,chua soan
10,2026-11-12,Thu Nam,20:00,G2 - Gia Đình Thịnh Vượng,G2-W10-T5-CHA_,Cha Mẹ Tỉnh Thức,Ky nang cha me - vo chong,Giao việc nhà theo độ tuổi,Bai ky nang + kich ban noi,Thu toi nay va ke lai,T1,CARE-3,THINH_VUONG,chua phan cong,chua soan
10,2026-11-13,Thu Sau,11:45,G1 - Cộng đồng GITA365,G1-W10-N5,Bai nhe,Bang chung & cau chuyen,Trước và sau: ba mươi ngày của một thành viên,Truoc va sau,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
10,2026-11-13,Thu Sau,19:45,G1 - Cộng đồng GITA365,G1-W10-T6-BANG,Bằng Chứng,Bang chung & cau chuyen,Người từng im lặng nay dẫn một Tổ ấm,Cau chuyen chuyen hoa (UGC),Ke cau chuyen cua ban,T1,CARE-3,NHAN_BAN,chua phan cong,chua soan
10,2026-11-13,Thu Sau,19:45,G2 - Gia Đình Thịnh Vượng,G2-W10-T6-KHOE,Khoe Nhà Mình,Cau chuyen gia dinh,Bữa cơm nhà mình hôm nay,Anh/video + cau chuyen,Dang anh that kem 1 cau chuyen,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
10,2026-11-14,Thu Bay,08:00,G1 - Cộng đồng GITA365,G1-W10-T7-THUC,Thực Chiến,Thuc hanh co huong dan,Bài tập: lập kế hoạch dẫn dắt một người,Bai tap + mau dien,Nop bai tren web app truoc Chu nhat,T1,CARE-2,NHAN_BAN,chua phan cong,chua soan
10,2026-11-14,Thu Bay,08:00,G2 - Gia Đình Thịnh Vượng,G2-W10-T7-CHOI,Gia Đình Chơi Cùng Nhau,Hoat dong gia dinh,Cả nhà cùng làm một dự án nhỏ,Huong dan tro choi 15 phut,Choi va dang anh/video,T1,CARE-2,THINH_VUONG,chua phan cong,chua soan
10,2026-11-14,Thu Bay,11:45,G1 - Cộng đồng GITA365,G1-W10-N6,Bai nhe,Nhan thuc & tu duy,Điều ai cũng khuyên nhưng có thể sai với bạn,Goc nhin nguoc,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
10,2026-11-15,Chu Nhat,11:45,G1 - Cộng đồng GITA365,G1-W10-N7,Bai nhe,Moi goi hanh dong,Buổi định hướng nhóm nhỏ tuần này còn chỗ,Nhac buoi dinh huong,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
10,2026-11-15,Chu Nhat,21:00,G1 - Cộng đồng GITA365,G1-W10-CN-TONG,Tổng Kết & Vinh Danh,Moi goi hanh dong,Tổ ấm nào gắn kết nhất tuần qua?,Bang vinh danh + 1 loi moi,Loi moi duy nhat trong tuan,T2,CARE-3,NHAN_BAN,chua phan cong,chua soan
10,2026-11-15,Chu Nhat,21:00,G2 - Gia Đình Thịnh Vượng,G2-W10-CN-VINH,Bảng Vinh Danh Gia Đình,Thi dua & vinh danh,Vinh danh gia đình cho đi nhiều nhất,Bang xep hang 4 bang dau,Co vu it nhat 3 gia dinh,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
11,2026-11-16,Thu Hai,05:45,G1 - Cộng đồng GITA365,G1-W11-T2-KHOI,Khởi Nguyên,Ket noi & nghi thuc,Bạn đang giữ điều gì đáng lẽ nên chia sẻ?,Bai check-in 3 dong,Viet 3 dong cam ket tuan,T0,CARE-2,NHAN_BAN,chua phan cong,chua soan
11,2026-11-16,Thu Hai,11:45,G1 - Cộng đồng GITA365,G1-W11-N1,Bai nhe,Nhan thuc & tu duy,Một câu để mang theo hôm nay,Anh trich dan co ngu canh,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
11,2026-11-16,Thu Hai,11:45,G2 - Gia Đình Thịnh Vượng,G2-W11-N1,Bai nhe,Ky nang cha me - vo chong,Nhà bạn xử lý thế nào khi hai đứa tranh nhau đồ chơi?,Cau hoi 1 dong,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
11,2026-11-16,Thu Hai,19:45,G2 - Gia Đình Thịnh Vượng,G2-W11-T2-NHIE,Nhiệm Vụ Gia Đình Tuần,Hoat dong gia dinh,Nhiệm vụ tuần: dọn một góc nhà cùng nhau,Bai nhiem vu + cach cham diem,Binh luan Ma gia dinh + cam ket,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
11,2026-11-17,Thu Ba,11:45,G1 - Cộng đồng GITA365,G1-W11-N2,Bai nhe,Bang chung & cau chuyen,Hậu trường: một buổi làm việc của đội GITA365,Hau truong,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
11,2026-11-17,Thu Ba,11:45,G2 - Gia Đình Thịnh Vượng,G2-W11-N2,Bai nhe,Thi dua & vinh danh,Bảng xếp hạng giữa tuần: nhà bạn đang ở đâu?,Nhac bang xep hang,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
11,2026-11-17,Thu Ba,17:30,G2 - Gia Đình Thịnh Vượng,G2-W11-T3-BAN_,Bàn Ăn Yêu Thương,Hoat dong gia dinh,Câu hỏi bàn ăn: mười năm nữa nhà mình thế nào?,Cau hoi ban an + anh mam com,Chup anh mam com va ke lai,T0,CARE-2,THINH_VUONG,chua phan cong,chua soan
11,2026-11-17,Thu Ba,19:45,G1 - Cộng đồng GITA365,G1-W11-T3-GIAI,Giải Mã,Nhan thuc & tu duy,Vì sao giúp người khác lại làm bạn mạnh lên?,Bai dai + so do,Tai cong cu tren web app,T1,CARE-3,NHAN_BAN,chua phan cong,chua soan
11,2026-11-18,Thu Tu,05:45,G1 - Cộng đồng GITA365,G1-W11-T4-CHO_,Cho Là Nhận,Thuc hanh co huong dan,Mời một người bạn đang cần cộng đồng này,Thu thach trong ngay,"Bao lai da giup ai, viec gi",T0,CARE-2,NHAN_BAN,chua phan cong,chua soan
11,2026-11-18,Thu Tu,11:45,G1 - Cộng đồng GITA365,G1-W11-N3,Bai nhe,Nhan thuc & tu duy,Trả lời một câu hỏi thật của thành viên,Tra loi cau hoi that,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
11,2026-11-18,Thu Tu,11:45,G2 - Gia Đình Thịnh Vượng,G2-W11-N3,Bai nhe,Moi nhan cong cu tang 1,Tặng cả nhà bộ 30 câu hỏi bàn ăn,Moi nhan bo cong cu tang 1,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
11,2026-11-18,Thu Tu,19:45,G2 - Gia Đình Thịnh Vượng,G2-W11-T4-VIEC,Việc Tử Tế Của Gia Đình,Cau chuyen gia dinh,Chia sẻ một kinh nghiệm nuôi con cho nhà khác,Ke lai 3 dong,Ke viec tu te va gan the mot gia dinh khac,T0,CARE-2,THINH_VUONG,chua phan cong,chua soan
11,2026-11-19,Thu Nam,11:45,G1 - Cộng đồng GITA365,G1-W11-N4,Bai nhe,Thuc hanh co huong dan,Thử ngay 5 phút: viết ra ba điều đang chiếm đầu bạn,Thu ngay 5 phut,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
11,2026-11-19,Thu Nam,20:00,G1 - Cộng đồng GITA365,G1-W11-T5-HOI_,Hỏi & Đáp Cùng Cố Vấn,Ket noi & nghi thuc,Xây một đội nhóm tin nhau,Livestream 30-45 phut,Dat cau hoi truoc gio live,T2,CARE-3,NHAN_BAN,chua phan cong,chua soan
11,2026-11-19,Thu Nam,20:00,G2 - Gia Đình Thịnh Vượng,G2-W11-T5-CHA_,Cha Mẹ Tỉnh Thức,Ky nang cha me - vo chong,Nói chuyện với con tuổi dậy thì,Bai ky nang + kich ban noi,Thu toi nay va ke lai,T1,CARE-3,THINH_VUONG,chua phan cong,chua soan
11,2026-11-20,Thu Sau,11:45,G1 - Cộng đồng GITA365,G1-W11-N5,Bai nhe,Bang chung & cau chuyen,Sai lầm tôi từng trả giá đắt,Sai lam cua toi,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
11,2026-11-20,Thu Sau,19:45,G1 - Cộng đồng GITA365,G1-W11-T6-BANG,Bằng Chứng,Bang chung & cau chuyen,Chuyện của một đại sứ GITA365,Cau chuyen chuyen hoa (UGC),Ke cau chuyen cua ban,T1,CARE-3,NHAN_BAN,chua phan cong,chua soan
11,2026-11-20,Thu Sau,19:45,G2 - Gia Đình Thịnh Vượng,G2-W11-T6-KHOE,Khoe Nhà Mình,Cau chuyen gia dinh,Ba thế hệ trong một khung hình,Anh/video + cau chuyen,Dang anh that kem 1 cau chuyen,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
11,2026-11-21,Thu Bay,08:00,G1 - Cộng đồng GITA365,G1-W11-T7-THUC,Thực Chiến,Thuc hanh co huong dan,Bài tập: ba việc bạn có thể trao lại,Bai tap + mau dien,Nop bai tren web app truoc Chu nhat,T1,CARE-2,NHAN_BAN,chua phan cong,chua soan
11,2026-11-21,Thu Bay,08:00,G2 - Gia Đình Thịnh Vượng,G2-W11-T7-CHOI,Gia Đình Chơi Cùng Nhau,Hoat dong gia dinh,Ngày hội nhỏ tại nhà,Huong dan tro choi 15 phut,Choi va dang anh/video,T1,CARE-2,THINH_VUONG,chua phan cong,chua soan
11,2026-11-21,Thu Bay,11:45,G1 - Cộng đồng GITA365,G1-W11-N6,Bai nhe,Nhan thuc & tu duy,Câu hỏi nhanh: khó nhất với bạn là bắt đầu hay duy trì?,Cau hoi 1 dong,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
11,2026-11-22,Chu Nhat,11:45,G1 - Cộng đồng GITA365,G1-W11-N7,Bai nhe,Moi goi hanh dong,Bộ công cụ tuần này đang nằm ở đâu?,Nhac tai nguyen tang 1,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
11,2026-11-22,Chu Nhat,21:00,G1 - Cộng đồng GITA365,G1-W11-CN-TONG,Tổng Kết & Vinh Danh,Moi goi hanh dong,Ba câu chuyện đáng lan tỏa,Bang vinh danh + 1 loi moi,Loi moi duy nhat trong tuan,T2,CARE-3,NHAN_BAN,chua phan cong,chua soan
11,2026-11-22,Chu Nhat,21:00,G2 - Gia Đình Thịnh Vượng,G2-W11-CN-VINH,Bảng Vinh Danh Gia Đình,Thi dua & vinh danh,Kỷ yếu tuần: những khoảnh khắc đẹp nhất,Bang xep hang 4 bang dau,Co vu it nhat 3 gia dinh,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
12,2026-11-23,Thu Hai,05:45,G1 - Cộng đồng GITA365,G1-W12-T2-KHOI,Khởi Nguyên,Ket noi & nghi thuc,"Đặt mục tiêu cho người khác, không chỉ cho mình",Bai check-in 3 dong,Viet 3 dong cam ket tuan,T0,CARE-2,NHAN_BAN,chua phan cong,chua soan
12,2026-11-23,Thu Hai,11:45,G1 - Cộng đồng GITA365,G1-W12-N1,Bai nhe,Nhan thuc & tu duy,Bình chọn: bạn hợp với buổi sáng hay buổi tối?,Binh chon A/B,Tra loi 1 dong,T0,CARE-1,NHAN_BAN,chua phan cong,chua soan
12,2026-11-23,Thu Hai,11:45,G2 - Gia Đình Thịnh Vượng,G2-W12-N1,Bai nhe,Ky nang cha me - vo chong,Bình chọn: cuối tuần nhà bạn thích ở nhà hay đi chơi?,Binh chon A/B,Tra loi 1 dong,T0,CARE-1,THINH_VUONG,chua phan cong,chua soan
12,2026-11-23,Thu Hai,19:45,G2 - Gia Đình Thịnh Vượng,G2-W12-T2-NHIE,Nhiệm Vụ Gia Đình Tuần,Hoat dong gia dinh,Nhiệm vụ tuần: viết ra nếp nhà mình muốn giữ,Bai nhiem vu + cach cham diem,Binh luan Ma gia dinh + cam ket,T0,CARE-3,THINH_VUONG,chua phan cong,chua soan
